id,occurrenceID,scientificName,species,vernacularName,eventDate,decimalLatitude,decimalLongitude,datasetName,basisOfRecord,individualCount,coordinateUncertaintyInMeters,depth,sst
mock-4207-153,mock-occ-4207-153,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-25T22:06:09.853316Z,33.507428,-117.292898,BlueGuard Synthetic Recent Whale Feed,HumanObservation,4,180,92,17.7
mock-4207-203,mock-occ-4207-203,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-25T22:03:30.226121Z,33.263686,-117.102578,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,80,41,17.95
mock-4207-116,mock-occ-4207-116,Eschrichtius robustus,Eschrichtius robustus,Gray whale,2026-04-25T21:15:34.620097Z,32.986212,-116.30807,BlueGuard Synthetic Recent Whale Feed,HumanObservation,3,80,22,17.5
mock-4207-211,mock-occ-4207-211,Physeter macrocephalus,Physeter macrocephalus,Sperm whale,2026-04-25T20:58:53.087925Z,33.652349,-118.567921,BlueGuard Synthetic Recent Whale Feed,HumanObservation,2,120,35,16.92
mock-4207-154,mock-occ-4207-154,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-25T20:44:29.201678Z,34.038082,-117.400998,BlueGuard Synthetic Recent Whale Feed,HumanObservation,3,400,58,17.31
mock-4207-266,mock-occ-4207-266,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-25T20:42:37.953779Z,33.156452,-116.419295,BlueGuard Synthetic Recent Whale Feed,HumanObservation,2,80,35,18.77
mock-4207-95,mock-occ-4207-95,Balaenoptera physalus,Balaenoptera physalus,Fin whale,2026-04-25T20:23:18.764381Z,34.157426,-117.1698,BlueGuard Synthetic Recent Whale Feed,MachineObservation,1,180,64,18.12
mock-4207-48,mock-occ-4207-48,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-25T19:58:56.162436Z,34.373856,-116.497875,BlueGuard Synthetic Recent Whale Feed,HumanObservation,2,180,35,14.3
mock-4207-239,mock-occ-4207-239,Physeter macrocephalus,Physeter macrocephalus,Sperm whale,2026-04-25T19:51:55.837009Z,33.596332,-117.8191,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,250,35,15.54
mock-4207-47,mock-occ-4207-47,Eschrichtius robustus,Eschrichtius robustus,Gray whale,2026-04-25T18:21:56.769295Z,34.066163,-119.176384,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,250,35,13.55
mock-4207-78,mock-occ-4207-78,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-25T17:23:56.923868Z,33.55456,-117.993577,BlueGuard Synthetic Recent Whale Feed,HumanObservation,3,80,58,15.65
mock-4207-250,mock-occ-4207-250,Balaenoptera physalus,Balaenoptera physalus,Fin whale,2026-04-25T12:43:33.228137Z,33.308982,-118.947155,BlueGuard Synthetic Recent Whale Feed,MachineObservation,1,180,41,13.36
mock-4207-291,mock-occ-4207-291,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-25T11:39:31.385809Z,33.246033,-116.16624,BlueGuard Synthetic Recent Whale Feed,HumanObservation,4,80,70,19.27
mock-4207-7,mock-occ-4207-7,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-25T10:28:04.410772Z,33.343353,-119.757255,BlueGuard Synthetic Recent Whale Feed,HumanObservation,4,400,64,14.92
mock-4207-94,mock-occ-4207-94,Physeter macrocephalus,Physeter macrocephalus,Sperm whale,2026-04-25T10:09:50.913341Z,34.141251,-116.925911,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,180,35,13.34
mock-4207-241,mock-occ-4207-241,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-25T10:03:40.879296Z,33.26455,-119.267122,BlueGuard Synthetic Recent Whale Feed,HumanObservation,2,400,64,14.32
mock-4207-278,mock-occ-4207-278,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-25T08:05:03.007318Z,33.847021,-117.905849,BlueGuard Synthetic Recent Whale Feed,HumanObservation,2,250,58,14.21
mock-4207-299,mock-occ-4207-299,Physeter macrocephalus,Physeter macrocephalus,Sperm whale,2026-04-25T07:58:35.815234Z,33.727648,-118.251071,BlueGuard Synthetic Recent Whale Feed,HumanObservation,3,250,58,13.22
mock-4207-70,mock-occ-4207-70,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-25T07:34:01.466253Z,33.649761,-118.423842,BlueGuard Synthetic Recent Whale Feed,MachineObservation,2,250,35,19.1
mock-4207-270,mock-occ-4207-270,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-25T07:22:21.521571Z,34.350451,-116.946517,BlueGuard Synthetic Recent Whale Feed,MachineObservation,3,400,92,18.04
mock-4207-200,mock-occ-4207-200,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-25T06:38:30.401818Z,33.976411,-117.579108,BlueGuard Synthetic Recent Whale Feed,MachineObservation,1,80,58,16.35
mock-4207-220,mock-occ-4207-220,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-25T06:35:51.047982Z,34.380362,-119.649293,BlueGuard Synthetic Recent Whale Feed,MachineObservation,1,250,64,15.57
mock-4207-181,mock-occ-4207-181,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-25T06:29:35.554445Z,33.691391,-118.163067,BlueGuard Synthetic Recent Whale Feed,HumanObservation,3,250,22,18.67
mock-4207-243,mock-occ-4207-243,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-25T05:33:33.867671Z,33.094987,-116.573744,BlueGuard Synthetic Recent Whale Feed,HumanObservation,4,180,35,17.82
mock-4207-186,mock-occ-4207-186,Balaenoptera physalus,Balaenoptera physalus,Fin whale,2026-04-25T04:24:41.152133Z,33.79011,-118.425116,BlueGuard Synthetic Recent Whale Feed,HumanObservation,4,80,41,16.33
mock-4207-39,mock-occ-4207-39,Balaenoptera physalus,Balaenoptera physalus,Fin whale,2026-04-25T04:13:24.142335Z,33.722522,-118.24839,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,120,64,16.81
mock-4207-146,mock-occ-4207-146,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-25T04:13:08.669129Z,33.547006,-118.705755,BlueGuard Synthetic Recent Whale Feed,HumanObservation,2,180,70,14.2
mock-4207-232,mock-occ-4207-232,Eschrichtius robustus,Eschrichtius robustus,Gray whale,2026-04-25T03:49:32.466763Z,33.754406,-118.161687,BlueGuard Synthetic Recent Whale Feed,HumanObservation,2,180,22,17.48
mock-4207-290,mock-occ-4207-290,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-25T03:12:51.804298Z,33.231585,-120.175308,BlueGuard Synthetic Recent Whale Feed,MachineObservation,2,250,64,17.92
mock-4207-71,mock-occ-4207-71,Balaenoptera physalus,Balaenoptera physalus,Fin whale,2026-04-25T02:41:57.160321Z,33.740556,-118.237921,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,180,58,18.14
mock-4207-252,mock-occ-4207-252,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-25T02:23:01.306684Z,33.103132,-117.050772,BlueGuard Synthetic Recent Whale Feed,HumanObservation,2,120,58,18.91
mock-4207-23,mock-occ-4207-23,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-25T02:19:47.029883Z,34.217055,-119.026113,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,80,58,14.32
mock-4207-292,mock-occ-4207-292,Balaenoptera physalus,Balaenoptera physalus,Fin whale,2026-04-25T02:06:23.840455Z,33.836308,-117.712027,BlueGuard Synthetic Recent Whale Feed,HumanObservation,3,120,64,14.55
mock-4207-206,mock-occ-4207-206,Balaenoptera physalus,Balaenoptera physalus,Fin whale,2026-04-25T01:58:52.634837Z,32.967903,-120.084357,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,250,92,17.1
mock-4207-187,mock-occ-4207-187,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-25T01:24:01.498850Z,32.985342,-116.35463,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,400,22,16.62
mock-4207-269,mock-occ-4207-269,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-25T01:05:41.024702Z,34.190855,-119.627702,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,250,58,16.97
mock-4207-119,mock-occ-4207-119,Eschrichtius robustus,Eschrichtius robustus,Gray whale,2026-04-24T23:35:22.583038Z,33.757594,-118.312563,BlueGuard Synthetic Recent Whale Feed,HumanObservation,4,250,92,18.01
mock-4207-100,mock-occ-4207-100,Eschrichtius robustus,Eschrichtius robustus,Gray whale,2026-04-24T22:51:25.878262Z,34.030981,-119.136854,BlueGuard Synthetic Recent Whale Feed,MachineObservation,1,250,41,13.62
mock-4207-60,mock-occ-4207-60,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-24T22:18:23.859574Z,33.7958,-118.086236,BlueGuard Synthetic Recent Whale Feed,MachineObservation,3,250,92,17.85
mock-4207-160,mock-occ-4207-160,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-24T22:05:42.985543Z,34.021689,-118.738756,BlueGuard Synthetic Recent Whale Feed,MachineObservation,1,400,70,18.77
mock-4207-169,mock-occ-4207-169,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-24T21:57:15.479629Z,34.013586,-119.010384,BlueGuard Synthetic Recent Whale Feed,HumanObservation,2,180,92,13.81
mock-4207-129,mock-occ-4207-129,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-24T21:31:37.152856Z,34.511861,-120.1316,BlueGuard Synthetic Recent Whale Feed,HumanObservation,2,80,41,18.86
mock-4207-174,mock-occ-4207-174,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-24T21:08:36.547204Z,34.626766,-116.759038,BlueGuard Synthetic Recent Whale Feed,HumanObservation,4,180,35,13.24
mock-4207-257,mock-occ-4207-257,Balaenoptera physalus,Balaenoptera physalus,Fin whale,2026-04-24T20:52:47.218361Z,33.862745,-118.635049,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,400,35,17.91
mock-4207-0,mock-occ-4207-0,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-24T20:50:41.420973Z,34.076199,-119.207116,BlueGuard Synthetic Recent Whale Feed,MachineObservation,1,120,22,18.05
mock-4207-177,mock-occ-4207-177,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-24T20:23:06.124954Z,33.364233,-116.932968,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,400,58,13.62
mock-4207-25,mock-occ-4207-25,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-24T20:11:04.591147Z,33.819861,-118.464358,BlueGuard Synthetic Recent Whale Feed,MachineObservation,4,80,41,16.32
mock-4207-259,mock-occ-4207-259,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-24T19:54:12.839002Z,32.984865,-117.09802,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,250,41,16.36
mock-4207-231,mock-occ-4207-231,Balaenoptera physalus,Balaenoptera physalus,Fin whale,2026-04-24T18:09:29.491438Z,33.689293,-118.18486,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,250,58,14.73
mock-4207-236,mock-occ-4207-236,Balaenoptera physalus,Balaenoptera physalus,Fin whale,2026-04-24T16:18:44.764006Z,33.461009,-118.763649,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,180,22,14.17
mock-4207-21,mock-occ-4207-21,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-24T15:34:40.665962Z,33.746681,-118.226127,BlueGuard Synthetic Recent Whale Feed,HumanObservation,2,80,22,14.07
mock-4207-76,mock-occ-4207-76,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-24T14:20:42.004162Z,34.40511,-117.119494,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,400,35,13.42
mock-4207-42,mock-occ-4207-42,Balaenoptera physalus,Balaenoptera physalus,Fin whale,2026-04-24T12:49:19.294042Z,33.022512,-120.178617,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,120,22,14.48
mock-4207-228,mock-occ-4207-228,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-24T11:47:55.220843Z,34.287785,-120.148925,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,180,41,15.29
mock-4207-318,mock-occ-4207-318,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-24T11:41:59.464081Z,33.380086,-119.041751,BlueGuard Synthetic Recent Whale Feed,HumanObservation,2,400,92,19.07
mock-4207-16,mock-occ-4207-16,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-24T10:25:21.348675Z,34.508032,-115.920913,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,250,41,14.97
mock-4207-61,mock-occ-4207-61,Eschrichtius robustus,Eschrichtius robustus,Gray whale,2026-04-24T09:57:33.115806Z,34.173004,-117.018026,BlueGuard Synthetic Recent Whale Feed,HumanObservation,2,80,35,14.99
mock-4207-238,mock-occ-4207-238,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-24T09:19:33.228818Z,33.417456,-119.477789,BlueGuard Synthetic Recent Whale Feed,HumanObservation,3,120,70,15.25
mock-4207-179,mock-occ-4207-179,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-24T08:58:29.718733Z,33.805571,-117.9006,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,250,58,17.91
mock-4207-164,mock-occ-4207-164,Eschrichtius robustus,Eschrichtius robustus,Gray whale,2026-04-24T08:38:49.506522Z,33.890728,-118.518054,BlueGuard Synthetic Recent Whale Feed,HumanObservation,4,180,41,17.84
mock-4207-279,mock-occ-4207-279,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-24T08:32:49.984465Z,33.871674,-118.938309,BlueGuard Synthetic Recent Whale Feed,HumanObservation,4,80,35,16.19
mock-4207-310,mock-occ-4207-310,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-24T07:18:30.990199Z,33.206602,-119.460657,BlueGuard Synthetic Recent Whale Feed,MachineObservation,1,400,35,17.4
mock-4207-209,mock-occ-4207-209,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-24T07:16:04.511497Z,33.844704,-118.698262,BlueGuard Synthetic Recent Whale Feed,HumanObservation,2,250,92,13.22
mock-4207-56,mock-occ-4207-56,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-24T07:08:40.897234Z,33.462421,-119.592697,BlueGuard Synthetic Recent Whale Feed,HumanObservation,2,120,58,15.1
mock-4207-131,mock-occ-4207-131,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-24T06:16:24.569195Z,33.663311,-118.368633,BlueGuard Synthetic Recent Whale Feed,HumanObservation,3,400,22,17.63
mock-4207-57,mock-occ-4207-57,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-24T06:02:42.644381Z,33.941854,-119.313106,BlueGuard Synthetic Recent Whale Feed,HumanObservation,3,80,35,15.52
mock-4207-184,mock-occ-4207-184,Balaenoptera physalus,Balaenoptera physalus,Fin whale,2026-04-24T05:46:18.366917Z,33.475467,-117.542626,BlueGuard Synthetic Recent Whale Feed,HumanObservation,3,180,64,17.62
mock-4207-189,mock-occ-4207-189,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-24T05:17:35.695993Z,34.256026,-119.712472,BlueGuard Synthetic Recent Whale Feed,HumanObservation,2,80,22,13.71
mock-4207-54,mock-occ-4207-54,Balaenoptera physalus,Balaenoptera physalus,Fin whale,2026-04-24T04:43:29.262157Z,34.366475,-116.728063,BlueGuard Synthetic Recent Whale Feed,HumanObservation,3,400,70,13.85
mock-4207-17,mock-occ-4207-17,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-24T02:51:38.072633Z,33.870115,-118.54495,BlueGuard Synthetic Recent Whale Feed,HumanObservation,4,250,92,17.02
mock-4207-59,mock-occ-4207-59,Eschrichtius robustus,Eschrichtius robustus,Gray whale,2026-04-24T02:16:46.088044Z,33.202764,-117.39332,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,120,92,14.11
mock-4207-5,mock-occ-4207-5,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-24T02:16:25.502773Z,32.918542,-116.690748,BlueGuard Synthetic Recent Whale Feed,MachineObservation,1,120,22,16.46
mock-4207-190,mock-occ-4207-190,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-24T02:14:07.267812Z,33.591494,-118.698311,BlueGuard Synthetic Recent Whale Feed,MachineObservation,2,180,70,18.59
mock-4207-138,mock-occ-4207-138,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-24T01:54:22.183738Z,33.662652,-118.060434,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,250,41,15.05
mock-4207-137,mock-occ-4207-137,Balaenoptera physalus,Balaenoptera physalus,Fin whale,2026-04-24T01:27:25.518633Z,33.955485,-118.8355,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,400,35,13.87
mock-4207-85,mock-occ-4207-85,Physeter macrocephalus,Physeter macrocephalus,Sperm whale,2026-04-24T00:28:07.115493Z,33.522636,-118.939206,BlueGuard Synthetic Recent Whale Feed,MachineObservation,2,120,41,13.21
mock-4207-285,mock-occ-4207-285,Eschrichtius robustus,Eschrichtius robustus,Gray whale,2026-04-23T23:25:13.603798Z,33.928343,-118.816211,BlueGuard Synthetic Recent Whale Feed,MachineObservation,1,250,41,15.48
mock-4207-134,mock-occ-4207-134,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-23T22:38:04.032289Z,33.292338,-116.830885,BlueGuard Synthetic Recent Whale Feed,HumanObservation,4,400,64,14.36
mock-4207-123,mock-occ-4207-123,Balaenoptera physalus,Balaenoptera physalus,Fin whale,2026-04-23T22:34:48.969065Z,33.626841,-118.122922,BlueGuard Synthetic Recent Whale Feed,HumanObservation,3,400,41,14.3
mock-4207-210,mock-occ-4207-210,Balaenoptera physalus,Balaenoptera physalus,Fin whale,2026-04-23T22:25:31.797088Z,34.043202,-117.646751,BlueGuard Synthetic Recent Whale Feed,MachineObservation,3,120,35,16.35
mock-4207-11,mock-occ-4207-11,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-23T21:58:06.795052Z,33.032676,-117.105857,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,120,35,14.34
mock-4207-68,mock-occ-4207-68,Balaenoptera physalus,Balaenoptera physalus,Fin whale,2026-04-23T21:49:27.190025Z,33.327649,-116.802401,BlueGuard Synthetic Recent Whale Feed,HumanObservation,2,400,70,16.87
mock-4207-319,mock-occ-4207-319,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-23T21:30:23.537041Z,33.920405,-117.871055,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,180,92,14.58
mock-4207-193,mock-occ-4207-193,Balaenoptera physalus,Balaenoptera physalus,Fin whale,2026-04-23T19:55:18.129391Z,33.209259,-119.327649,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,250,41,16.81
mock-4207-136,mock-occ-4207-136,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-23T19:42:56.144910Z,33.860997,-118.448736,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,180,41,16.57
mock-4207-227,mock-occ-4207-227,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-23T17:51:50.157387Z,34.052577,-119.927288,BlueGuard Synthetic Recent Whale Feed,HumanObservation,3,120,70,13.6
mock-4207-262,mock-occ-4207-262,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-23T17:06:01.879002Z,34.357801,-119.539548,BlueGuard Synthetic Recent Whale Feed,HumanObservation,2,250,35,14.01
mock-4207-43,mock-occ-4207-43,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-23T16:09:20.976604Z,33.811787,-118.023667,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,400,35,18.61
mock-4207-166,mock-occ-4207-166,Balaenoptera physalus,Balaenoptera physalus,Fin whale,2026-04-23T16:04:18.415500Z,33.133997,-117.141042,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,80,41,18.67
mock-4207-244,mock-occ-4207-244,Eschrichtius robustus,Eschrichtius robustus,Gray whale,2026-04-23T15:47:36.422617Z,34.351396,-116.222225,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,400,35,17.34
mock-4207-102,mock-occ-4207-102,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-23T14:29:28.295377Z,34.132346,-119.293135,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,250,64,14.63
mock-4207-223,mock-occ-4207-223,Balaenoptera physalus,Balaenoptera physalus,Fin whale,2026-04-23T14:06:52.333296Z,33.863877,-118.935549,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,180,35,13.82
mock-4207-216,mock-occ-4207-216,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-23T13:55:08.767597Z,33.827448,-118.393744,BlueGuard Synthetic Recent Whale Feed,HumanObservation,2,80,64,18.67
mock-4207-192,mock-occ-4207-192,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-23T13:30:55.823874Z,33.411551,-117.125882,BlueGuard Synthetic Recent Whale Feed,HumanObservation,4,80,41,18.1
mock-4207-120,mock-occ-4207-120,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-23T13:07:31.545653Z,34.358571,-119.281795,BlueGuard Synthetic Recent Whale Feed,MachineObservation,3,250,41,14.36
mock-4207-67,mock-occ-4207-67,Balaenoptera physalus,Balaenoptera physalus,Fin whale,2026-04-23T11:36:07.366072Z,34.171969,-116.312086,BlueGuard Synthetic Recent Whale Feed,HumanObservation,2,180,70,16.09
mock-4207-286,mock-occ-4207-286,Balaenoptera physalus,Balaenoptera physalus,Fin whale,2026-04-23T11:08:42.957853Z,33.226253,-116.406014,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,400,41,15.39
mock-4207-13,mock-occ-4207-13,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-23T10:26:42.379829Z,33.810614,-118.382191,BlueGuard Synthetic Recent Whale Feed,HumanObservation,2,80,35,14.79
mock-4207-182,mock-occ-4207-182,Balaenoptera physalus,Balaenoptera physalus,Fin whale,2026-04-23T10:19:45.997514Z,34.400934,-116.474446,BlueGuard Synthetic Recent Whale Feed,HumanObservation,4,80,92,18.14
mock-4207-109,mock-occ-4207-109,Balaenoptera physalus,Balaenoptera physalus,Fin whale,2026-04-23T09:55:59.277844Z,34.190169,-119.631206,BlueGuard Synthetic Recent Whale Feed,HumanObservation,4,250,58,14.47
mock-4207-204,mock-occ-4207-204,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-23T09:51:09.550827Z,34.021461,-119.104812,BlueGuard Synthetic Recent Whale Feed,HumanObservation,1,250,41,17.92
mock-4207-4,mock-occ-4207-4,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-23T08:53:10.162188Z,33.362877,-116.645425,BlueGuard Synthetic Recent Whale Feed,HumanObservation,4,120,35,15.53
mock-4207-44,mock-occ-4207-44,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-23T08:29:43.048232Z,33.486193,-117.879187,BlueGuard Synthetic Recent Whale Feed,HumanObservation,2,250,41,16.59
mock-4207-135,mock-occ-4207-135,Eschrichtius robustus,Eschrichtius robustus,Gray whale,2026-04-23T08:22:12.598624Z,33.545057,-117.646756,BlueGuard Synthetic Recent Whale Feed,MachineObservation,1,400,70,15.45
mock-4207-284,mock-occ-4207-284,Balaenoptera musculus,Balaenoptera musculus,Blue whale,2026-04-23T08:08:57.083666Z,33.020749,-119.578317,BlueGuard Synthetic Recent Whale Feed,HumanObservation,4,120,64,18.15
mock-4207-113,mock-occ-4207-113,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-23T08:02:59.317180Z,33.142886,-116.794155,BlueGuard Synthetic Recent Whale Feed,HumanObservation,4,250,41,16.34
