id,occurrenceID,scientificName,species,vernacularName,eventDate,decimalLatitude,decimalLongitude,datasetName,basisOfRecord,individualCount,coordinateUncertaintyInMeters,depth,sst
00005589-79dc-4b2c-9884-a221cfb21a00,57133_2023-07-13_22_Cetacean,Phocoena phocoena,Phocoena phocoena,Harbour porpoise,2023-07-13T22:00:00Z/2023-07-13T23:00:00Z,51.3347,2.615,LifeWatch observatory data: permanent Cetacean passive acoustic sensor network in the Belgian Part of the North Sea,MachineObservation,,,18.05898729960125,
00005912-b396-4cb9-98f7-f7392081ae8b,5993_2019-12-09_09_Cetacean,Phocoena phocoena,Phocoena phocoena,Harbour porpoise,2019-12-09T09:00:00Z/2019-12-09T10:00:00Z,51.4065,2.819,LifeWatch observatory data: permanent Cetacean passive acoustic sensor network in the Belgian Part of the North Sea,MachineObservation,,,19.4190473238627,
00005a92-8b11-44de-a780-a9a72a096a6d,SWF_13_214767_1,Phocoena phocoena,Phocoena phocoena,Harbour porpoise,2013-07-29T11:32:00,58.5925,-4.009667,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present,HumanObservation,,,0,
00006586-b386-478b-840e-6ac7a2a7f860,21_06_Zone052_01_C8D0120210606094029_2.6985920000000001_51.72414700000000221175,Phocoena phocoena,Phocoena phocoena,,2021-06-06T09:40:29,51.724147,2.698592,Bird observations at Borsele off shore wind farm,MachineObservation,1.0,64,,
000066ea-b86d-435a-93f0-b11b566340f3,UAc_MONICET_cruise6860:encounter24244_Sf_137108_calf,Stenella frontalis,Stenella frontalis,,2018-08-23T10:38:00/2018-08-23T10:50:00,38.0107,-25.721,MONICET,HumanObservation,,,0,
00006ccb-89b9-4314-82ca-081be3d80ef0,150093,Physeter macrocephalus,Physeter macrocephalus,Sperm,1964-08-22,-35.4167,118.333,,HumanObservation,,2000,0,
00007235-5211-4633-98bb-0f8f9ad53e0f,1406_14803,Delphinus delphis,Delphinus delphis,Short-beaked common dolphin,2000-02-19,49.18,-1.601,Observatoire Pelagis - Reseau National Echouage (French stranding network) strandings 1934-2020,HumanObservation,,1.11,,
00007dcd-fe18-4f7a-815c-5c35c74df102,9100_2020-03-18_03_Cetacean,Phocoena phocoena,Phocoena phocoena,Harbour porpoise,2020-03-18T03:00:00Z/2020-03-18T04:00:00Z,51.4065,2.819,LifeWatch observatory data: permanent Cetacean passive acoustic sensor network in the Belgian Part of the North Sea,MachineObservation,,,19.4190473238627,
000085e1-aef3-44a4-8eec-d3846f600567,513_42228,Balaenoptera borealis,Balaenoptera borealis,Sei whale,2008-04-08T16:26:33,42.3454,-69.99797,NEFSC Right Whale Aerial Survey,HumanObservation,2,1.11,,
00008c18-1463-4792-bd48-bae5ab648b17,33611,Megaptera novaeangliae,Megaptera novaeangliae,WHALE-HUMPBACK,6/22/1998,44.304833,-66.453666,,HumanObservation,,,,
00009071-01da-4904-9e90-c204e479ec30,88738_Eden2009:deployment:0788139,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2008-11-01T09:06:00,-37.9260483792764,147.905647079786,,MachineObservation,,,,
0000939a-d22d-401d-b41d-deae3c745d8c,619424,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2025-12-13T21:10:07,-64.47993,-63.036042,Happywhale - Humpback whale in Southern Ocean,HumanObservation,1,1.11,,
000098af-3988-4429-ab24-5bd578e2991b,2190_202260,Balaenoptera acutorostrata,Balaenoptera acutorostrata,Common minke whale,2017-01-24T03:51:20,22.516807,-159.999067,Minke whale localized acoustic detections off Kauai,MachineObservation,,,,
00009c64-4743-4d50-9294-7c3f2438ab54,58579_2024-01-17_20_Cetacean,Phocoena phocoena,Phocoena phocoena,Harbour porpoise,2024-01-17T20:00:00Z/2024-01-17T21:00:00Z,51.6483,2.5362,LifeWatch observatory data: permanent Cetacean passive acoustic sensor network in the Belgian Part of the North Sea,MachineObservation,,,37.576845783657504,
0000a6e6-e610-4ddd-a00f-b3a3135aff4b,SWF_13_56225_1,Grampus griseus,Grampus griseus,Risso’s dolphin,2022-06-05T11:53:00,58.569667,-3.8844,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present,HumanObservation,,,0,
0000ab02-8ecb-4107-a9f9-ad65d3eaafba,264334,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2021-09-09T11:39:52,48.267594,-124.00209,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,111319.49,,
0000b29b-e181-4568-ad81-4c922ed1bebd,203_475,Mesoplodon,,Beaked whales,1990-10-31T14:46,16.37,-102.37,"SWFSC Marine Mammal Survey, MOPS 1990, Cruise 1369",HumanObservation,3,,,
0000b979-c628-4a02-ab7e-ac3e773be5eb,SWF_13_268463_1,Phocoena phocoena,Phocoena phocoena,Harbour porpoise,1992-06-30T11:24:00,60.14778,-1.04583,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present,HumanObservation,,,0,
0000c84b-5560-4c0c-ba3d-969c40ac7d2a,2190_88815,Balaenoptera acutorostrata,Balaenoptera acutorostrata,Common minke whale,2015-11-22T15:52:51,22.527701,-160.064252,Minke whale localized acoustic detections off Kauai,MachineObservation,,,,
0000ca2d-05db-488a-9776-1dcc41007411,321234,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2022-01-15T10:02:29,20.8298,-156.65789,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,1.11,,
0000cd84-5a90-4e89-a141-c3d48a39a441,2324_29198,Balaenoptera physalus,Balaenoptera physalus,Fin whale,2018-12-02T01:40:13,22.666975,-159.8715,Fin whales localized acoustic detections in Hawaiian waters 2017-2023,MachineObservation,,,,
0000cdec-a425-4582-87b3-584494efb421,609361,Orcinus orca,Orcinus orca,Killer whale,2024-08-11T12:28:32,58.468153,-135.016037,Happywhale - Killer whale in North Pacific Ocean,HumanObservation,1,1.11,,
0000d0c3-8437-4801-8cc2-6c2ab41db86c,1406_3117,Phocoena phocoena,Phocoena phocoena,Harbor porpoise,2009-04-11,51.0136,2.1227,Observatoire Pelagis - Reseau National Echouage (French stranding network) strandings 1934-2020,HumanObservation,,1.11,,
0000dcb0-66ee-454f-839f-d9bcc549273a,1194_44,Tursiops truncatus,Tursiops truncatus,Common bottlenose dolphin,2014-04-25T10:04,37.150991,-75.733659,Virginia CZM Wind Energy Area Survey- Right side - November 2012 through April 2014,HumanObservation,4,,,
0000de0b-bcb6-4417-9a66-2287dfc07932,149870,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2006-03-18T11:40,21.5941,-158.29,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,1.11,,
0000e22d-40d8-4a0f-9454-1066aeddf7c0,SWF_13_61179_1,Phocoena phocoena,Phocoena phocoena,Harbour porpoise,2020-12-24T00:00:00,49.9578,-5.2058,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present,HumanObservation,,,0,
0000fbb2-81eb-4160-8030-65ed57c2c94d,15826,Cetacea,,DOLPHINS/PORPOISE (NS),7/15/2003,43.4545,-66.6115,,HumanObservation,,,,
0000fcb5-5b53-4d39-8d6a-f971d46ded2e,1405_387,Stenella coeruleoalba,Stenella coeruleoalba,Striped dolphin,2007-10-10,43.00533,3.20767,Observatoire Pelagis sightings from fishery surveys 2004-2009,HumanObservation,,1.11,,
00010dc7-3120-4d72-bae6-61c1febbc219,SWF_13_206194_1,Tursiops truncatus,Tursiops truncatus,Bottlenose dolphin,2011-10-07T11:30:00,56.571333,-2.5295,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present,HumanObservation,,,0,
00011ecb-5d7d-4c78-be64-3db211f93579,2324_119902,Balaenoptera physalus,Balaenoptera physalus,Fin whale,2022-12-14T09:48:07,22.678163,-159.854156,Fin whales localized acoustic detections in Hawaiian waters 2017-2023,MachineObservation,,,,
00011f07-9757-4fc1-bf9d-609a099d44ca,825_18333,Balaena mysticetus,Balaena mysticetus,Bowhead,2009-10-29T15:31:00,71.47337,-155.8055,"Marine mammal aerial surveys in the Bering, Chukchi and Beaufort Seas 1979-2010",HumanObservation,2,,,
0001230b-db06-4a61-9968-99f125242375,524418,Steno bredanensis,Steno bredanensis,Rough-toothed dolphin,2021-09-09T13:58:13,32.6,-16.9,Happywhale - Rough-toothed dolphin in North Atlantic Ocean,HumanObservation,1,111319.49,,
0001265a-86d2-4322-85cd-0cae10df61df,640285,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-02-11T08:27:20,15.661412,-96.552656,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,111319.49,,
000129a0-43d0-4827-8482-9e39c99d34ec,553647,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2025-06-08T11:49:14,58.345954,-134.809636,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,1.11,,
000135c2-b3ea-47cd-ab75-e2a5a9182c9e,162523,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2021-01-05T16:32:56,22.858421,-109.946151,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,111319.49,,
00013b12-5c87-4297-ba6d-379284bdad01,urn:catalog:HMAP:4:161832,Balaenoptera physalus,Balaenoptera physalus,,1971/1971,50.3300018310547,-53.75,,Occurrence,,,,
00013bef-662b-4a2e-a8ea-a88ce3d0f59b,SWF_13_241141_2,Grampus griseus,Grampus griseus,Risso’s dolphin,2019-10-03T09:30:00,54.051533,-4.791183,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present,HumanObservation,,,0,
00013dad-a02f-46b5-af7a-a7f38f0662f8,1150_22,Phocoena phocoena,Phocoena phocoena,Harbor porpoise,2005-07-13T05:45:11,57.31983,3.42542,SCANS II cetacean sightings on primary platform of vessel surveys 2005,HumanObservation,1,1.11,,
0001430c-7586-46bb-9661-e748e0d167b6,urn:catalog:AADC:WC:649,Balaenoptera physalus,Balaenoptera physalus,,1948-01-01 00:00:00+00,-62.5,70.5,,HumanObservation,75,50000,,
00014cf0-6e04-48a2-986b-89f187b9315d,UAc_MONICET_cruise8336:encounter29034_Sc_137107_juvenile,Stenella coeruleoalba,Stenella coeruleoalba,,2020-08-21T16:53:00,38.2206,-28.0991,MONICET,HumanObservation,,,0,
00014edc-ca40-4e1e-8033-4aa92283e7fc,269911,Balaenoptera physalus,Balaenoptera physalus,Fin whale,2022-01-02T10:00:14,33.376262,-117.848153,Happywhale - Fin whale in North Pacific Ocean,HumanObservation,1,1.11,,
00014ee4-4cab-4c26-88c9-f23797cfabae,SNH18013_1,Balaenoptera acutorostrata,Balaenoptera acutorostrata,Minke whale,2018-05-26,43.876875,145.144167,Cetacean Stranding Data in Hokkaido,HumanObservation,1,,,
0001557a-d208-44e9-bb70-4b6473df2b65,50_543,Grampus griseus,Grampus griseus,Risso's dolphin,1977-09-01T12:23,32.2583,-118.05,"MMS High Altitude Survey, SCB 1975-1978",HumanObservation,120,,,
00015b88-70a5-4760-bedb-4898ec204e80,2577_2016-03-26_09_Cetacean,Phocoena phocoena,Phocoena phocoena,Harbour porpoise,2016-03-26T09:00:00Z/2016-03-26T10:00:00Z,51.4325,2.802,LifeWatch observatory data: permanent Cetacean passive acoustic sensor network in the Belgian Part of the North Sea,MachineObservation,,,20.48385638237,
00015f93-4274-401e-8648-68512d00642e,SWF_13_86299_1,Tursiops truncatus,Tursiops truncatus,Bottlenose dolphin,2011-09-10T17:30:00,52.219667,-4.362667,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present,HumanObservation,,,0,
000170cb-bec2-44bc-9816-9cce5cc40910,29140_2022-12-26_17_Cetacean,Phocoena phocoena,Phocoena phocoena,Harbour porpoise,2022-12-26T17:00:00Z/2022-12-26T18:00:00Z,51.4067,2.819,LifeWatch observatory data: permanent Cetacean passive acoustic sensor network in the Belgian Part of the North Sea,MachineObservation,,,19.4190473238627,
00017c1c-2f92-476b-869f-005f2360d13f,2591_2017-01-08_12_Cetacean,Phocoena phocoena,Phocoena phocoena,Harbour porpoise,2017-01-08T12:00:00Z/2017-01-08T13:00:00Z,51.58,2.9955,LifeWatch observatory data: permanent Cetacean passive acoustic sensor network in the Belgian Part of the North Sea,MachineObservation,,,22.3205614089966,
000180dc-c0c3-473d-959b-05438bb64db8,88725_Eden2009:deployment:0783968,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2008-10-28T10:04:00,-38.0593636264289,149.324788436972,,MachineObservation,,,,
00018455-4a1e-4d7d-909d-823dc37a6367,urn:catalog:HMAP:4:172409,Balaenoptera physalus,Balaenoptera physalus,,1938/1938,64.75,-26.8299999237061,,Occurrence,,,,
00018604-e9ec-4b71-9b4b-051d33533312,83333,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2019-08-18T12:07:05,48.292879,-123.68085,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,111319.49,,
00018948-0ad7-4de3-b17c-2feeb85ca4a0,2324_124305,Balaenoptera physalus,Balaenoptera physalus,Fin whale,2022-12-16T15:06:05,22.324506,-159.888594,Fin whales localized acoustic detections in Hawaiian waters 2017-2023,MachineObservation,,,,
0001968b-e365-44e6-9443-a669bf928d71,2190_164578,Balaenoptera acutorostrata,Balaenoptera acutorostrata,Common minke whale,2016-04-01T15:00:09,22.670244,-159.680055,Minke whale localized acoustic detections off Kauai,MachineObservation,,,,
0001ac66-d4b8-41c3-94d8-25b972b268eb,SWF_13_225016_1,Tursiops truncatus,Tursiops truncatus,Bottlenose dolphin,2016-08-01T15:05:00,52.21845,-4.3525,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present,HumanObservation,,,0,
0001add3-77c1-455d-8955-3d2b9633ff6c,602988,Globicephala macrorhynchus,Globicephala macrorhynchus,Short-finned pilot whale,2021-10-21T14:20:38,32.6,-16.9,Happywhale - Short-finned pilot whale in North Atlantic Ocean,HumanObservation,1,111319.49,,
0001af1d-9735-479b-9d6e-08825b6deec0,SWF_13_232018_1,Grampus griseus,Grampus griseus,Risso’s dolphin,2008-12-22T12:00:00,53.533333,-4.233333,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present,HumanObservation,,,0,
0001b0c5-b5cf-4917-8150-33092d7eb5e0,d4e4bf32-07b5-43b6-9b1d-6fed0ebe7851,Eubalaena australis,Eubalaena australis,Southern Right Whale,1985-08-01T14:00:00Z,-31.58,130.33,,HumanObservation,1,,,
0001ba6c-744a-4ca0-9a9a-ba1c2c2d9a88,219643,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2021-08-21T13:31:32,-27.9996,153.5247,Happywhale - Humpback whale in South Pacific Ocean,HumanObservation,1,11131.95,,
0001d592-661a-4ef5-aae6-ce5052a3b11c,513_249,Balaenoptera physalus,Balaenoptera physalus,Fin whale,1998-05-20T09:57:48,42.60333,-70.19117,NEFSC Right Whale Aerial Survey,HumanObservation,1,1.11,,
0001d88c-8e66-456e-91b1-1daf8598b33f,69546,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2019-07-25T09:59:19,36.761878,-121.882605,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,1.11,,
0001e4a3-87d4-4ac7-ae06-6cf974496e78,108685,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2016-03-03T11:36:09,20.791993,-156.667882,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,1.11,,
0001e526-e565-40e4-8253-01a476af71d2,10008813_10008813_10164208_10886982,Phocoena phocoena,Phocoena phocoena,,1995-01-19T14:00:00+00:00,62.0535,-6.3887,European Seabirds At Sea (ESAS),HumanObservation,2.0,,,
0001e913-3e40-4700-b4af-db68ea203e49,TAXA-30740,Phocoena phocoena,Phocoena phocoena,,2021-12-22,56.5107,12.5935,SHARK - National marine environmental monitoring of Harbour propoise in Sweden since 2015,MachineObservation,,,20,
0001faa1-7618-48f5-8877-b54a04842450,SWF_13_58066_1,Tursiops truncatus,Tursiops truncatus,Bottlenose dolphin,2021-09-21T13:00:00,55.014083,-1.403017,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present,HumanObservation,,,0,
00020440-ad4b-4ab6-813e-21004bf66e68,UAc_MONICET_cruise6889:encounter24337_Dd_137094_juvenile,Delphinus delphis,Delphinus delphis,,2018-08-27T09:20:00/2018-08-27T09:49:00,37.6856,-25.4402,MONICET,HumanObservation,,,0,
000204cd-26be-405d-8bec-e0e465636e07,520898,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2025-01-06T12:51:51,20.87,-156.7,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,111319.49,,
00020615-0d41-4d46-9c99-b28bd8fc5551,2190_195850,Balaenoptera acutorostrata,Balaenoptera acutorostrata,Common minke whale,2017-03-17T22:18:00,22.687827,-160.002745,Minke whale localized acoustic detections off Kauai,MachineObservation,,,,
000211ee-9985-4212-b51a-96b2ed660554,SWF_13_94742_2,Delphinus delphis,Delphinus delphis,Common dolphin,2010-08-09T11:20:00,57.6953,-6.1209,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present,HumanObservation,,,0,
00023a75-381d-40af-b769-55cccef82c26,2190_45218,Balaenoptera acutorostrata,Balaenoptera acutorostrata,Common minke whale,2015-04-02T20:59:57,22.685546,-159.990369,Minke whale localized acoustic detections off Kauai,MachineObservation,,,,
00023c3a-1164-4374-8e24-d488548a574d,5995_2019-09-27_14_Cetacean,Phocoena phocoena,Phocoena phocoena,Harbour porpoise,2019-09-27T14:00:00Z/2019-09-27T15:00:00Z,51.5807,2.9952,LifeWatch observatory data: permanent Cetacean passive acoustic sensor network in the Belgian Part of the North Sea,MachineObservation,,,22.3205614089966,
00024036-c190-42fb-bfa2-25c57da8426c,320533,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2022-07-08T14:52:23,65.66443,-21.575501,Happywhale - Humpback whale in Arctic Ocean,HumanObservation,1,11131.95,,
0002475a-b958-439f-9ff5-ee30cdda2e20,urn:catalog:HMAP:4:164360,Hyperoodon ampullatus,Hyperoodon ampullatus,,1964/1964,43.7999992370605,-58.9000015258789,,Occurrence,,,,
00024c7b-4114-4b33-af7e-6db29e5c388b,617683,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2023-08-05T12:41:19,58.488952,-134.936943,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,1.11,,
00024f14-63d2-4be0-975a-fd36dd61f951,774_3628,Stenella coeruleoalba,Stenella coeruleoalba,Striped dolphin,1992-08-03T19:01:00,43.395833,7.8395,Tethys Research Institute shipboard survey cetacean sightings 1986-2012,HumanObservation,19,,,
0002506b-94c3-44bd-ad6c-c1ef9fa6274a,42_4712,Phocoena phocoena,Phocoena phocoena,Harbor porpoise,1989-08-18T00:00:00,48.49793,-125.49359,"MMS Ship Survey, PNW 1989",HumanObservation,2,1.11,,
0002543d-b1b1-4288-a917-4e081d3215c5,120057978_120057978_120058354_1064118,Phocoena phocoena,Phocoena phocoena,,2012-11-16T14:12:00+00:00,54,6.1222,European Seabirds At Sea (ESAS),HumanObservation,1.0,,,
00025565-05c4-4a27-b623-3ff4d131c1ed,20683:deployment:0778514,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2004-03-27T13:56:31,-64.3061262956549,-63.1176373799989,,MachineObservation,,,,
00026327-c329-4d95-b7fb-e5fedae8c42a,513_92605,Balaenoptera physalus,Balaenoptera physalus,Fin whale,2018-05-01T16:05:43,42.1447,-70.4855,NEFSC Right Whale Aerial Survey,HumanObservation,1,1.11,,
0002635f-8ddb-4b0a-a9a3-ba581eaf206f,1994_32547,Delphinidae,,Dolphins,2018-02-27T14:04:21,40.5806,-71.9594,Digital Aerial Baseline Survey of Marine Wildlife in Support of Offshore Wind Energy - OPA 2017,HumanObservation,1,11.13,,
000276d7-0f85-4daa-bcf7-cec72211b932,825_2963,Balaena mysticetus,Balaena mysticetus,Bowhead,1999-10-18T11:40:59,71.394578,-154.862139,"Marine mammal aerial surveys in the Bering, Chukchi and Beaufort Seas 1979-2010",HumanObservation,1,,,
00027d71-6d8a-4fc9-b824-0582fcde48d7,231506,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2005-08-14T12:36:31,-25,153.1,Happywhale - Humpback whale in South Pacific Ocean,HumanObservation,1,111319.49,,
0002832c-3cd6-4870-8fa1-b0866355704b,UAc_MONICET_cruise4175:encounter14634_Dd_137094,Delphinus delphis,Delphinus delphis,,2016-08-17T14:00:00,37.7248,-25.7408,MONICET,HumanObservation,,,0,
0002850c-05c0-45fc-8f5d-0eff19814f86,9573_2020-10-19_17_Cetacean,Phocoena phocoena,Phocoena phocoena,Harbour porpoise,2020-10-19T17:00:00Z/2020-10-19T18:00:00Z,51.4065,2.819,LifeWatch observatory data: permanent Cetacean passive acoustic sensor network in the Belgian Part of the North Sea,MachineObservation,,,19.4190473238627,
00029ba7-a276-4a3f-9db4-4f161729eb1e,2130_56,Phocoenoides dalli,Phocoenoides dalli,Dall's porpoise,2014-08-11T15:46:50,43.0695,-125.334,"SWFSC Marine Mammal Survey, CalCurCEAS 2014, Cruise 1647",HumanObservation,4,11.13,,
0002aacf-9a36-4aa2-8fdc-dfc1522b2c41,IMR-Mammal201127853,Balaenoptera acutorostrata,Balaenoptera acutorostrata,,2011-08-30,77.2,30.97,,HumanObservation,,,,
0002ac85-a853-4fe7-89da-2c54f14287cf,1541_10873,Eschrichtius robustus,Eschrichtius robustus,Gray whale,2015-03-24T06:27:13,36.415781,-121.929813,Gray whale localized acoustic detections in Granite Canyon 2014-2015,MachineObservation,,,,
0002acd5-b67c-4098-9ab1-5ef3bd9b96b1,AMBON_MarineMammalCetaceans_2015_9_69_best,Eschrichtius robustus,Eschrichtius robustus,Gray Whale,2015-08-09T20:06:38Z,71.16656004,-158.1701065,,HumanObservation,,,,
0002b3ee-502e-4813-a0f2-67e432a7b4d2,363918,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2020-08-06T08:00:52,-21.19744,55.244064,Happywhale - Humpback whale in Indian Ocean,HumanObservation,1,1.11,,
0002b707-b6b3-48ad-8c83-5289650b3e0e,226620,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2021-09-18T13:37:21,36.796011,-121.881647,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,1.11,,
0002c317-8fe3-4604-84ea-282e8972da35,SWF_13_73137_1,Balaenoptera acutorostrata,Balaenoptera acutorostrata,Minke whale,2021-09-27T11:12:00,56.818167,-6.098967,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present,HumanObservation,,,0,
